pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
9636	S1S2_inter	The man is standing in the water at the base of a waterfall	S2_null	The man is standing in a body of water near a waterfall	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	the man stands in a body of water near a waterfall	a man standing in the water at the base of a waterfall	FLICKR	FLICKR	TRAIN
9637	S1S3_inter	The man is standing in a body of water near a waterfall	S1_null	A woman is standing in the water at the base of a waterfall	S3_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	the man stands in a body of water near a waterfall	a man standing in the water at the base of a waterfall	FLICKR	FLICKR	TEST
9638	S1S2_inter	A man is standing in the water at the base of a waterfall	S1_null	The man is standing in a lake near a waterfall	S2_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	a man standing in the water at the base of a waterfall	the man stands in a body of water near a waterfall	FLICKR	FLICKR	TRAIN
9639	S1S3_inter	A man is standing in the water at the base of a waterfall	S1_null	The man is swimming in a body of water near a waterfall	S3_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	the man stands in a body of water near a waterfall	a man standing in the water at the base of a waterfall	FLICKR	FLICKR	TRAIN
9640	S1S4_inter	A man is standing in the water at the base of a waterfall	S1_null	The body of a man is in the water near a waterfall	S4_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a man standing in the water at the base of a waterfall	the man stands in a body of water near a waterfall	FLICKR	FLICKR	TEST
9641	S1S1_inter	A man is standing in the water at the base of a waterfall	S1_null	The man is standing in a body of water near a waterfall	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	the man stands in a body of water near a waterfall	a man standing in the water at the base of a waterfall	FLICKR	FLICKR	TRAIN
9642	S1S2_intra	A brown and white dog is running through the river	S1_null	A brown and white dog is running through the water	S2_lex	4.8	ENTAILMENT	A_entails_B	B_neutral_A	a brown and white dog is running through the river	a brown and white dog is running through the river	FLICKR	FLICKR	TEST
9643	S1S3_intra	A brown and white dog is running through the river	S1_null	A brown and white dog is not running through the river	S3_inv	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a brown and white dog is running through the river	a brown and white dog is running through the river	FLICKR	FLICKR	TRAIN
9644	S1S2_intra	A dog is emerging from a lake	S1_null	An animal is emerging from a lake	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a dog emerging from a lake	a dog emerging from a lake	FLICKR	FLICKR	TRAIN
9645	S1S3_intra	No dog is emerging from a lake	S3_od	A dog is emerging from a lake	S1_null	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a dog emerging from a lake	a dog emerging from a lake	FLICKR	FLICKR	TRAIN
9646	S1S2_inter	A brown and white dog is running through the river	S1_null	An animal is emerging from a lake	S2_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog is running through the river	a dog emerging from a lake	FLICKR	FLICKR	TRAIN
9647	S1S3_inter	No dog is emerging from a lake	S3_null	A brown and white dog is running through the river	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog is running through the river	a dog emerging from a lake	FLICKR	FLICKR	TEST
9648	S1S2_inter	A brown and white dog is running through the water	S2_null	A dog is emerging from a lake	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a dog emerging from a lake	a brown and white dog is running through the river	FLICKR	FLICKR	TEST
9649	S1S3_inter	A brown and white dog is not running through the river	S3_null	A dog is emerging from a lake	S1_null	2.9	NEUTRAL	A_neutral_B	B_contradicts_A	a dog emerging from a lake	a brown and white dog is running through the river	FLICKR	FLICKR	TEST
9650	S1S1_inter	A dog is emerging from a lake	S1_null	A brown and white dog is running through the river	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog is running through the river	a dog emerging from a lake	FLICKR	FLICKR	TRAIN
9651	S1S2_intra	A brown and white dog is catching a dirty tennis ball in a dirt field	S1_null	A brown and white dog is biting a dirty tennis ball in a dirt field	S2_lex	4.1	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	FLICKR	FLICKR	TRAIN
9652	S1S3_intra	A brown and white dog is catching a dirty tennis ball in a dirt field	S1_null	A brown and white dog is catching a dirty golf ball in a dirt field	S3_so	3.5	NEUTRAL	A_contradicts_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	FLICKR	FLICKR	TEST
9653	S1S2_intra	A dog is running on the beach and chasing a ball	S2_lex	A dog is running on the sand and chasing a ball	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a dog is running on the sand whilst chasing a ball	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TRAIN
9654	S1S3_intra	A dog is running on the sand and chasing a ball	S1_null	A dog is running on the grass and chasing a ball	S3_so	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a dog is running on the sand whilst chasing a ball	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TEST
9655	S1S2_inter	A brown and white dog is catching a dirty tennis ball in a dirt field	S1_null	A dog is running on the beach and chasing a ball	S2_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TEST
9656	S1S3_inter	A dog is running on the grass and chasing a ball	S3_null	A brown and white dog is catching a dirty tennis ball in a dirt field	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TRAIN
9657	S1S2_inter	A dog is running on the sand and chasing a ball	S1_null	A brown and white dog is biting a dirty tennis ball in a dirt field	S2_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a dog is running on the sand whilst chasing a ball	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	FLICKR	FLICKR	TRAIN
9658	S1S3_inter	A brown and white dog is catching a dirty golf ball in a dirt field	S3_null	A dog is running on the sand and chasing a ball	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TEST
9659	S1S1_inter	A dog is running on the sand and chasing a ball	S1_null	A brown and white dog is catching a dirty tennis ball in a dirt field	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a brown and white dog attempts to catch a dirty tennis ball in a dirt field	a dog is running on the sand whilst chasing a ball	FLICKR	FLICKR	TRAIN
9660	S1S2_intra	A shirtless man is leading a horse that is pulling a carriage	S1_null	A shirtless man is leading a carriage that is being pulled by a horse	S2_top	4.6	ENTAILMENT	A_entails_B	B_entails_A	a shirtless man leading a horse that is pulling a carriage	a shirtless man leading a horse that is pulling a carriage	FLICKR	FLICKR	TEST
9661	S1S3_intra	A shirtless woman is leading a horse that is pulling a carriage	S3_so	A shirtless man is leading a horse that is pulling a carriage	S1_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a shirtless man leading a horse that is pulling a carriage	a shirtless man leading a horse that is pulling a carriage	FLICKR	FLICKR	TEST
9662	S1S2_intra	A shirtless man is escorting a horse that is pulling a carriage along a paved road	S1_null	A shirtless man is escorting a horse that is pulling a carriage along a road	S2_aa	4.9	ENTAILMENT	A_entails_B	B_entails_A	a shirtless man escorts a horse pulling a carriage along a paved road	a shirtless man escorts a horse pulling a carriage along a paved road	FLICKR	FLICKR	TRAIN
9663	S1S3_intra	A shirtless man is escorting a horse that is pulling a carriage along a paved road	S1_null	A shirtless man is escorting a horse that is pulling a carriage along a dirty road	S3_so	4.4	NEUTRAL	A_neutral_B	B_neutral_A	a shirtless man escorts a horse pulling a carriage along a paved road	a shirtless man escorts a horse pulling a carriage along a paved road	FLICKR	FLICKR	TEST
9664	S1S2_inter	A shirtless man is escorting a horse that is pulling a carriage along a road	S2_null	A shirtless man is leading a horse that is pulling a carriage	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a shirtless man leading a horse that is pulling a carriage	a shirtless man escorts a horse pulling a carriage along a paved road	FLICKR	FLICKR	TEST
9665	S1S3_inter	A shirtless man is escorting a horse that is pulling a carriage along a dirty road	S3_null	A shirtless man is leading a horse that is pulling a carriage	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a shirtless man leading a horse that is pulling a carriage	a shirtless man escorts a horse pulling a carriage along a paved road	FLICKR	FLICKR	TRAIN
9666	S1S2_inter	A shirtless man is escorting a horse that is pulling a carriage along a paved road	S1_null	A shirtless man is leading a carriage that is being pulled by a horse	S2_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a shirtless man escorts a horse pulling a carriage along a paved road	a shirtless man leading a horse that is pulling a carriage	FLICKR	FLICKR	TRAIN
9667	S1S3_inter	A shirtless man is escorting a horse that is pulling a carriage along a paved road	S1_null	A shirtless woman is leading a horse that is pulling a carriage	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a shirtless man escorts a horse pulling a carriage along a paved road	a shirtless man leading a horse that is pulling a carriage	FLICKR	FLICKR	TRAIN
9668	S1S1_inter	A shirtless man is escorting a horse that is pulling a carriage along a paved road	S1_null	A shirtless man is leading a horse that is pulling a carriage	S1_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a shirtless man leading a horse that is pulling a carriage	a shirtless man escorts a horse pulling a carriage along a paved road	FLICKR	FLICKR	TRAIN
9669	S1S2_intra	The young girl is playing on the edge of a fountain and an older woman is watching her	S2_det	A young girl is playing on the edge of a fountain and an older woman is watching her	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a young girl plays on the edge of a fountain while an older woman watches	a young girl plays on the edge of a fountain while an older woman watches	FLICKR	FLICKR	TRIAL
9670	S1S3_intra	A young girl is playing on the edge of a fountain and an older woman is watching her	S1_null	A young girl is playing on the edge of a fountain and an older woman is not watching her	S3_inv	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a young girl plays on the edge of a fountain while an older woman watches	a young girl plays on the edge of a fountain while an older woman watches	FLICKR	FLICKR	TEST
9671	S1S2_intra	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	S1_null	A little girl and a woman wearing a yellow shirt are getting splashed near a fountain	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a little girl and woman wearing a yellow shirt get splashed by a city fountain	a little girl and woman wearing a yellow shirt get splashed by a city fountain	FLICKR	FLICKR	TEST
9672	S1S3_intra	A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain	S3_so	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a little girl and woman wearing a yellow shirt get splashed by a city fountain	a little girl and woman wearing a yellow shirt get splashed by a city fountain	FLICKR	FLICKR	TEST
9673	S1S2_inter	A little girl and a woman wearing a yellow shirt are getting splashed near a fountain	S2_null	A young girl is playing on the edge of a fountain and an older woman is watching her	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a young girl plays on the edge of a fountain while an older woman watches	a little girl and woman wearing a yellow shirt get splashed by a city fountain	FLICKR	FLICKR	TEST
9674	S1S3_inter	A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain	S3_null	A young girl is playing on the edge of a fountain and an older woman is watching her	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	a young girl plays on the edge of a fountain while an older woman watches	a little girl and woman wearing a yellow shirt get splashed by a city fountain	FLICKR	FLICKR	TEST
9675	S1S2_inter	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	S1_null	The young girl is playing on the edge of a fountain and an older woman is watching her	S2_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a little girl and woman wearing a yellow shirt get splashed by a city fountain	a young girl plays on the edge of a fountain while an older woman watches	FLICKR	FLICKR	TRAIN
9676	S1S3_inter	A young girl is playing on the edge of a fountain and an older woman is not watching her	S3_null	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	S1_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	a little girl and woman wearing a yellow shirt get splashed by a city fountain	a young girl plays on the edge of a fountain while an older woman watches	FLICKR	FLICKR	TRAIN
9677	S1S1_inter	A young girl is playing on the edge of a fountain and an older woman is watching her	S1_null	A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a young girl plays on the edge of a fountain while an older woman watches	a little girl and woman wearing a yellow shirt get splashed by a city fountain	FLICKR	FLICKR	TRIAL
9678	S1S2_intra	A woman in an orange shirt and clown makeup is standing in a park and others are looking on	S2_lex	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a girl in orange shirt and clown makeup stands in a park while others look on	a girl in orange shirt and clown makeup stands in a park while others look on	FLICKR	FLICKR	TRAIN
9679	S1S3_intra	A girl in an orange shirt and clown makeup is walking in a park and others are looking on	S3_so	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	S1_null	4.3	NEUTRAL	A_neutral_B	B_contradicts_A	a girl in orange shirt and clown makeup stands in a park while others look on	a girl in orange shirt and clown makeup stands in a park while others look on	FLICKR	FLICKR	TEST
9680	S1S2_intra	The girl is wearing an orange shirt and a striped tie	S2_det	A girl is wearing an orange shirt and a striped tie	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a girl in a orange shirt and a stripe tie	a girl in a orange shirt and a stripe tie	FLICKR	FLICKR	TRAIN
9681	S1S3_intra	A girl is wearing an orange shirt and a striped tie	S1_null	A boy is wearing an orange shirt and a striped tie	S3_so	3.4	NEUTRAL	A_contradicts_B	B_neutral_A	a girl in a orange shirt and a stripe tie	a girl in a orange shirt and a stripe tie	FLICKR	FLICKR	TEST
9682	S1S2_inter	The girl is wearing an orange shirt and a striped tie	S2_null	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	S1_null	3	NEUTRAL	A_neutral_B	B_neutral_A	a girl in orange shirt and clown makeup stands in a park while others look on	a girl in a orange shirt and a stripe tie	FLICKR	FLICKR	TEST
9683	S1S3_inter	A boy is wearing an orange shirt and a striped tie	S3_null	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	S1_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a girl in orange shirt and clown makeup stands in a park while others look on	a girl in a orange shirt and a stripe tie	FLICKR	FLICKR	TEST
9684	S1S2_inter	A woman in an orange shirt and clown makeup is standing in a park and others are looking on	S2_null	A girl is wearing an orange shirt and a striped tie	S1_null	3	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a orange shirt and a stripe tie	a girl in orange shirt and clown makeup stands in a park while others look on	FLICKR	FLICKR	TRAIN
9685	S1S3_inter	A girl in an orange shirt and clown makeup is walking in a park and others are looking on	S3_null	A girl is wearing an orange shirt and a striped tie	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a girl in a orange shirt and a stripe tie	a girl in orange shirt and clown makeup stands in a park while others look on	FLICKR	FLICKR	TEST
9686	S1S1_inter	A girl is wearing an orange shirt and a striped tie	S1_null	A girl in an orange shirt and clown makeup is standing in a park and others are looking on	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a girl in orange shirt and clown makeup stands in a park while others look on	a girl in a orange shirt and a stripe tie	FLICKR	FLICKR	TEST
9687	S1S2_intra	A man is performing a jump on a bicycle	S2_lex	A cyclist is performing a jump on a bicycle	S1_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	a cyclist performing a jump on a bicycle	a cyclist performing a jump on a bicycle	FLICKR	FLICKR	TRAIN
9688	S1S3_intra	There is no cyclist performing a jump on a bicycle	S3_od	A cyclist is performing a jump on a bicycle	S1_null	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a cyclist performing a jump on a bicycle	a cyclist performing a jump on a bicycle	FLICKR	FLICKR	TEST
9689	S1S2_intra	A bicyclist is performing a trick over a heavily graphitized wall	S1_null	A bicyclist is performing a trick over wall full of graffiti	S2_expa	4.8	ENTAILMENT	A_entails_B	B_entails_A	a bicyclist performing a trick over a heavily graffitied wall	a bicyclist performing a trick over a heavily graffitied wall	FLICKR	FLICKR	TRAIN
9690	S1S3_intra	A bicyclist is performing a trick over a clean wall	S3_so	A bicyclist is performing a trick over a heavily graphitized wall	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a bicyclist performing a trick over a heavily graffitied wall	a bicyclist performing a trick over a heavily graffitied wall	FLICKR	FLICKR	TEST
9691	S1S2_inter	A cyclist is performing a jump on a bicycle	S1_null	A bicyclist is performing a trick over wall full of graffiti	S2_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	a cyclist performing a jump on a bicycle	a bicyclist performing a trick over a heavily graffitied wall	FLICKR	FLICKR	TRAIN
9692	S1S3_inter	A bicyclist is performing a trick over a clean wall	S3_null	A cyclist is performing a jump on a bicycle	S1_null	4.4	NEUTRAL	A_neutral_B	B_neutral_A	a cyclist performing a jump on a bicycle	a bicyclist performing a trick over a heavily graffitied wall	FLICKR	FLICKR	TRAIN
9693	S1S2_inter	A man is performing a jump on a bicycle	S2_null	A bicyclist is performing a trick over a heavily graphitized wall	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a bicyclist performing a trick over a heavily graffitied wall	a cyclist performing a jump on a bicycle	FLICKR	FLICKR	TEST
9694	S1S3_inter	There is no cyclist performing a jump on a bicycle	S3_null	A bicyclist is performing a trick over a heavily graphitized wall	S1_null	3.4	NEUTRAL	A_neutral_B	B_contradicts_A	a bicyclist performing a trick over a heavily graffitied wall	a cyclist performing a jump on a bicycle	FLICKR	FLICKR	TRAIN
9695	S1S1_inter	A bicyclist is performing a trick over a heavily graphitized wall	S1_null	A cyclist is performing a jump on a bicycle	S1_null	3.585	NEUTRAL	A_neutral_B	B_neutral_A	a cyclist performing a jump on a bicycle	a bicyclist performing a trick over a heavily graffitied wall	FLICKR	FLICKR	TRAIN
9696	S1S2_intra	A woman is showing a puppy to an infant	S2_lex	A woman is showing a small dog to an infant	S1_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a woman showing a small dog to an infant	a woman showing a small dog to an infant	FLICKR	FLICKR	TEST
9697	S1S3_intra	A woman is showing a small cat to an infant	S3_so	A woman is showing a small dog to an infant	S1_null	3.5	NEUTRAL	A_contradicts_B	B_neutral_A	a woman showing a small dog to an infant	a woman showing a small dog to an infant	FLICKR	FLICKR	TRAIN
9698	S1S2_intra	A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk	S2_lex	A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	S1_null	4.8	ENTAILMENT	A_entails_B	B_entails_A	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	FLICKR	FLICKR	TRAIN
9699	S1S3_intra	A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	S1_null	A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	S3_so	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	FLICKR	FLICKR	TRAIN
9700	S1S2_inter	A woman is showing a small dog to an infant	S1_null	A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk	S2_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a woman showing a small dog to an infant	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	FLICKR	FLICKR	TRAIN
9701	S1S3_inter	A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	S3_null	A woman is showing a small dog to an infant	S1_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	a woman showing a small dog to an infant	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	FLICKR	FLICKR	TRAIN
9702	S1S2_inter	A woman is showing a puppy to an infant	S2_null	A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	a woman showing a small dog to an infant	FLICKR	FLICKR	TRAIN
9703	S1S3_inter	A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	S1_null	A woman is showing a small cat to an infant	S3_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	a woman showing a small dog to an infant	FLICKR	FLICKR	TRAIN
9704	S1S1_inter	A woman is showing a small dog to an infant	S1_null	A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman showing a small dog to an infant	a woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk	FLICKR	FLICKR	TRAIN
9705	S1S2_intra	A black and white dog with a large branch is running in the field	S1_null	A black and white dog with a large branch is running in the grass	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	there is a black and white dog with a large branch running in the field	there is a black and white dog with a large branch running in the field	FLICKR	FLICKR	TEST
9706	S1S3_intra	A black and white dog with a large branch is standing in the field	S3_so	A black and white dog with a large branch is running in the field	S1_null	4.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	there is a black and white dog with a large branch running in the field	there is a black and white dog with a large branch running in the field	FLICKR	FLICKR	TRIAL
9707	S1S2_intra	A black and white dog is carrying a big stick on the green grass	S2_lex	A black and white dog is carrying a huge stick on the green grass	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	a black and white dog carries a huge stick on the green grass	a black and white dog carries a huge stick on the green grass	FLICKR	FLICKR	TEST
9708	S1S3_intra	A black and white dog is carrying a small stick on the green grass	S3_so	A black and white dog is carrying a huge stick on the green grass	S1_null	4	NEUTRAL	A_contradicts_B	B_neutral_A	a black and white dog carries a huge stick on the green grass	a black and white dog carries a huge stick on the green grass	FLICKR	FLICKR	TRAIN
9709	S1S2_inter	A black and white dog is carrying a big stick on the green grass	S2_null	A black and white dog with a large branch is running in the field	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a black and white dog carries a huge stick on the green grass	there is a black and white dog with a large branch running in the field	FLICKR	FLICKR	TRAIN
9710	S1S3_inter	A black and white dog is carrying a small stick on the green grass	S3_null	A black and white dog with a large branch is running in the field	S1_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	there is a black and white dog with a large branch running in the field	a black and white dog carries a huge stick on the green grass	FLICKR	FLICKR	TRAIN
9711	S1S2_inter	A black and white dog with a large branch is running in the grass	S2_null	A black and white dog is carrying a huge stick on the green grass	S1_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a black and white dog carries a huge stick on the green grass	there is a black and white dog with a large branch running in the field	FLICKR	FLICKR	TEST
9712	S1S3_inter	A black and white dog with a large branch is standing in the field	S3_null	A black and white dog is carrying a huge stick on the green grass	S1_null	4	NEUTRAL	A_neutral_B	B_neutral_A	a black and white dog carries a huge stick on the green grass	there is a black and white dog with a large branch running in the field	FLICKR	FLICKR	TEST
9713	S1S1_inter	A black and white dog is carrying a huge stick on the green grass	S1_null	A black and white dog with a large branch is running in the field	S1_null	4.5	ENTAILMENT	A_entails_B	B_entails_A	there is a black and white dog with a large branch running in the field	a black and white dog carries a huge stick on the green grass	FLICKR	FLICKR	TRIAL
9714	S1S2_intra	A boy wearing a striped shirt is running barefoot on the sandy hill	S1_null	A kid wearing a striped shirt is running barefoot on the sandy hill	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a boy wearing a striped shirt runs barefoot in the sandy hill	a boy wearing a striped shirt runs barefoot in the sandy hill	FLICKR	FLICKR	TEST
9715	S1S3_intra	A boy wearing a striped shirt is running barefoot on the sandy hill	S1_null	A girl wearing a striped shirt is running barefoot on the sandy hill	S3_so	3.7	NEUTRAL	A_neutral_B	B_neutral_A	a boy wearing a striped shirt runs barefoot in the sandy hill	a boy wearing a striped shirt runs barefoot in the sandy hill	FLICKR	FLICKR	TRAIN
9716	S1S2_intra	A boy is running on the beach	S2_lex	A boy is running through the sand	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a boy runs through the sand	a boy runs through the sand	FLICKR	FLICKR	TEST
9717	S1S3_intra	A boy is running through the grass	S3_so	A boy is running through the sand	S1_null	4	NEUTRAL	A_neutral_B	B_contradicts_A	a boy runs through the sand	a boy runs through the sand	FLICKR	FLICKR	TRAIN
9718	S1S2_inter	A boy wearing a striped shirt is running barefoot on the sandy hill	S1_null	A boy is running on the beach	S2_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a boy wearing a striped shirt runs barefoot in the sandy hill	a boy runs through the sand	FLICKR	FLICKR	TRAIN
9719	S1S3_inter	A boy is running through the grass	S3_null	A boy wearing a striped shirt is running barefoot on the sandy hill	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	a boy wearing a striped shirt runs barefoot in the sandy hill	a boy runs through the sand	FLICKR	FLICKR	TRAIN
9720	S1S2_inter	A kid wearing a striped shirt is running barefoot on the sandy hill	S2_null	A boy is running through the sand	S1_null	3.7	ENTAILMENT	A_entails_B	B_neutral_A	a boy runs through the sand	a boy wearing a striped shirt runs barefoot in the sandy hill	FLICKR	FLICKR	TRAIN
9721	S1S3_inter	A boy is running through the sand	S1_null	A girl wearing a striped shirt is running barefoot on the sandy hill	S3_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a boy runs through the sand	a boy wearing a striped shirt runs barefoot in the sandy hill	FLICKR	FLICKR	TRAIN
9722	S1S1_inter	A boy is running through the sand	S1_null	A boy wearing a striped shirt is running barefoot on the sandy hill	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a boy wearing a striped shirt runs barefoot in the sandy hill	a boy runs through the sand	FLICKR	FLICKR	TRIAL
9723	S1S2_intra	A racer is leaning on a racing motorcycle	S2_lex	A man is leaning on a racing motorcycle	S1_null	4.3	NEUTRAL	A_neutral_B	B_neutral_A	a man is leaning on a racing motorcycle	a man is leaning on a racing motorcycle	FLICKR	FLICKR	TRAIN
9724	S1S3_intra	A woman is leaning on a racing motorcycle	S3_so	A man is leaning on a racing motorcycle	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	a man is leaning on a racing motorcycle	a man is leaning on a racing motorcycle	FLICKR	FLICKR	TEST
9725	S1S2_intra	A motorcycle racer is riding a red and black bike	S2_det	The motorcycle racer is riding a red and black bike	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	number 75 motorcycle racer rides his red and black bike	number 75 motorcycle racer rides his red and black bike	FLICKR	FLICKR	TEST
9726	S1S3_intra	The motorcycle racer is riding a red and black bike	S1_null	No motorcycle racer is riding a red and black bike	S3_od	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	number 75 motorcycle racer rides his red and black bike	number 75 motorcycle racer rides his red and black bike	FLICKR	FLICKR	TRAIN
9727	S1S2_inter	A motorcycle racer is riding a red and black bike	S2_null	A man is leaning on a racing motorcycle	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a man is leaning on a racing motorcycle	number 75 motorcycle racer rides his red and black bike	FLICKR	FLICKR	TEST
9728	S1S3_inter	No motorcycle racer is riding a red and black bike	S3_null	A man is leaning on a racing motorcycle	S1_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a man is leaning on a racing motorcycle	number 75 motorcycle racer rides his red and black bike	FLICKR	FLICKR	TEST
